reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
A1VGQPPXKWMMWO,B007WTAJTO,L. He,"[0, 0]","I was taking a tour in Hangzhou China and while I was shooting with my Canon 6D, the card out of sudden crashed. My camera won't recognize the card and it showed ""card reading error"". I had more than 2000 photos in it including the trip in Beijing and Xi'an. I was not able to cover those photos even with the common flash memory recovery softwares. I may have to send it to Sandisk subdivision LC Technologies to recover those photos, for the 64 gb they are asking for $325, regardless how much photos they can recover.Lesson learned: for important shoots, use 32 SDHC card, they are so far the most stable SD cards out there. I spent over $10K for this vacation and most of these valuable memories are gone. Thanks a lot Sandisk! I wish I could give negative stars if Amazon allowed me to.",1,Card crashed during shooting,1363651200,3/19/2013,629,0,0
AXY2QEKWLE6Y1,B007WTAJTO,linuxpng,"[0, 1]",Unmounts randomly in mu surface pro 2.  Seems to mostly be centered around write operations.  Trying the samsung version which is sadly much more money.,1,unmounts randomly,1388275200,12/29/2013,344,0,1
AAPAILTXCLC3U,B007WTAJTO,lloyd,"[0, 0]",Slow and expensive- better options out there,3,Three Stars,1404345600,3/7/2014,276,0,0
A64S8V75ITLFG,B007WTAJTO,longcat,"[0, 0]","I have purchased two of these 64gb sd cards and used them in an Android phone, and in a video recorder.After about 3 months usage in my phone, the card would randomly unmount and it took many remounts or reboots to get the card to work again.  Eventually, it stopped accepting writes at all, and couldn't even be formatted... although I could see what was on there.I repurchased the card, and after a couple months, the same thing happened again: random unmounts.  I moved the card to a video recorder, where it worked for a while... but even with a different usage pattern, it died again.I have had no problems with 32GB cards so far.  I'm staying away from this generation of 64GB cards.----EDIT----Getting these cards RMA'd was quick and easy.  I had a Lexar 128GB SD card die too, and I sent the cards in all at the same time.  I haven't gotten an update from Lexar, but I got updates AND my replacement from SanDisk.  Supposedly there was something fixed in this new card revision.  I hope so.",1,This gen of 64GB seems UNRELIABLE,1374019200,7/17/2013,509,0,0
A1VJDSSUNIHVCQ,B007WTAJTO,Louis Moga,"[0, 0]","The cars seemed great, but occasionally the card is suddenly &#34;not formatted&#34;, even without writing new data to it. Has happened in multiple devices.I lost some video I can't rerecord on it, and am fairly upset.Some forums say that the early runs of these cards did that occasionally and that it has been fixed on new runs, but I find it difficult to trust them now. I have never had this problem with any SanDisk product before, including the 5 of these cards I have in 32GB.Very disappointed.",2,"Great, until it randomly corrupts.",1388275200,12/29/2013,344,0,0
A3GG9XNLI26UJ4,B007WTAJTO,L. Rushforth,"[0, 1]","My Motorola Droid Razr Maxx HD works fine with a 16GB SanDisk card, but the 32GB card died in less than 3 months.  SanDisk will replace the card under warranty, but the SanDisk customer support team informs me that the replacement process takes about a month.  For two months, the card worked flawlessly, and then it started to have intermittent errors.  I thought it might be a problem with my phone, so I tried a 16GB card, and I never had a problem. When I returned to the 32GB card, the intermittent problems returned and got worse.  Eventually the card completely died, and it is no longer recognized by either my phone or my computer-connected card reader.  Both Windows 7 and my phone now act as if no card were inserted even when it's well seated.I plan to update this when I have used my warranty-replacement card for three months, but that will be at least four months from now.",1,Unreliable,1358899200,1/23/2013,684,0,1
AGWSHJMHTAY7Z,B007WTAJTO,lt_4ever,"[0, 0]","Well, it does work and glad that it is not fake as you would get if you bought from other online stores at $50 a piece. But their max transfer speed is only at 18mb/s not 30 as advertised and I have a very decent desktop with usb3 connector.",3,it was half of the retail price but speed is not as advertised.,1400630400,5/21/2014,201,0,0
A26CZ8H6QOWDGW,B007WTAJTO,Lui,"[0, 0]",Um nothing much to really say about it . The adapter for it works but I gave it 3 stars because it goes in n out sometimes,3,Sd card,1389830400,1/16/2014,326,0,0
A33MFV6LUJSSVV,B007WTAJTO,L. Wong,"[0, 0]","when it did work it worked well, one day it just died 3 months after I bought it. I know these thinks happen with any memory card, it happened to me on another card I had, but that is another story. luckily sandisk has decent customer service, and will send me a new card, they were actually easy to work with, I contacted them through email, hopefully all goes well that ends well",3,good when it worked,1360713600,2/13/2013,663,0,0
A3VO38XMXZO13F,B007WTAJTO,L. Yin,"[0, 0]",Bought it for my LG L9 Android phone and in the phone it stayed.  Speed is average.  The problem is that it broke within 8 months with all my data in there.,1,Broke within 8 months,1374019200,7/17/2013,509,0,0
A12ESGQ81M70JX,B007WTAJTO,mad G.I.,"[0, 0]","I bought this card, originally for my Galaxy Note II, with the intentions of using it as my primary downloader, but I could not get it to format correctly for the phone, even using third party format software.I then tried it in my Galaxy Tab2 7.0plus......same problems.I finally, and ridiculously, put the card in my Nikon D5100 camera. I could take a whopping 8k photos, on high/large settings (not that I would ever need to take that many photos in one session). This was the last option I had, to use the card.It worked well, taking photos of a holiday, and thankfully, it did not fail before I could get my photos onto a computer. Since then, I have inserted it back in the camera, and reformatted (like you always should), and bam, one photo is good, after that, failure, every single time. So now I have a 64GB card, that is capable of taking and storing ONE PHOTO at a time, before I must run a ""fix file system"" on my computer.Don't waste your money on this card, over priced, not really faster than the other cards I have, and zero longevity. This may be a one off, but I think it is a problem created by the proprietary format exFAT, that makes this card a loser, or more to the point, the poor customer who buys it.UPDATE JULY 2012After contacting sandisk, they have offered an RMA, but first they must verify that I have not tried to ""recover"" or ""wipe"" the data on the card, and I must ship it, at my expense, to Taiwan. I have since emailed them in reply to the requested information (date of purchase, photos of the card, packaging ect), and I told them that the data on their is my data, and if I could have accessed the card, I would have wiped it, why should I give them my information, stored on the card? That makes me less than happy, I am guessing that they want to discourage returns. Who would want to send data to a company, not knowing who will access it, and what they will do with the information contained? I would have wiped the card, but it was unreadable, unable to format, unable to do anything. I will send it to them, hoping that the information is destroyed, along with the bad card.Sandisk, you are asking a whole lot of your customers, and since this card has gone bad, I have had several other cards from them, go bad as well, seems to be a whole lot of cards being shipped that die in very short time periods. I used to love their products, and their older flash drives are great, still using a micro cruzer that is 6 years old, and going strong. I have not had one single microSD card, from this company, last more than three months, since I moved to the Philippines. Either they send their junk to the Philippines, or they have dropped QC from their business model, to create higher profit margins.**UPDATE 2**After emailing Sandisk, and expressing my displeasure with having to return the item, intact, so that they can ""assess"" the card, and look at/recover what ever personal information may have been stored on the card, they rescinded. I can only assume that they want to get the card back, to verify that it is bad, or make sure that you are not just trying to get a free card out of them, which I can understand. Instead of requiring me to send the card back to them, they asked that I cut the card, and send a photo of the ""destroyed"" card, so they could process a new card, to be sent to me, directly in the Philippines. I hammered them pretty hard in this review, and in the email I sent to them, regarding the bad card, and sometimes, you get results, in this case, I give them 5 stars for doing the right thing. I had no problem cutting the card, since it would not operate in any of my devices anyway, but I did have a problem returning the device, intact, with out knowing what information was stored on the card (banking, amazon account info, passwords, ect.) I would have just kept the card, destroyed it, and never bought another from sandisk. With their faith restoring gesture, I will not remove them from my list of companies to avoid. I just hope that they get better at QC. I returned another defective card to the retailer yesterday, only to find out that you MUST have the original packaging for a replacement. I was lucky to still have one of my packages, but since I bought several of the cards, I am not sure if I gave them the matching package for the card I returned.I would suggest that if you are like me, and have several devices (2 DSLR's, galaxy Tab2, galaxy Note 2, SII, LG-P920), that you find a way to mark each card/package, and keep the package, in the case that the card should go bad. I have had more than half of my sandisk 32gb cards, fail on me, in less than 6 months. I only buy them, because of the cards available in my area, these are the best, which is scary, with such a high failure rate.",1,"After 6 months of using this card, nothing but errors.......expensive, junk.",1369785600,5/29/2013,558,0,0
A3RNVO9S969M1X,B007WTAJTO,magnumsteele,"[1, 1]","I ordered this card as part of a lighning deal back in November. The card was working fine in my galaxy s3 until a few weeks ago where it would intermittently not be recognized by my phone or my desktop computer and today, 4 months later, it died completely. I guess you really do get what you pay for.",2,was not built to last,1363910400,3/22/2013,626,1,1
A1NQFT941TOTT7,B007WTAJTO,Mandryke,"[0, 0]","In real-life use--copying compressed files to and from the card--it clocks in at barely over half the advertised speeds: about 16MB/s read and about 7.5MB/s write, as averaged between testing on several SD slots (some USB-connected, some PCIe-connected) on several computers, plus a just-released smartphone. Very unimpressed by the &#34;up to&#34; marketing of SD card vendors and makers.The actual raw size is also about 59.5GB, which I find fascinating for a flash device, which is only ever manufactured with powers-of-two components. (1KB = 1,024B)",2,The usual results: half advertised speed.,1361577600,2/23/2013,653,0,0
